Avg Speed (km/h),Distance (km),Road Type,Battery (kWh),Top Speed (km/h),Range_per_Charge,Bus Type,Charger Type,Passenger Capacity
54,296,Highway,458,103,320,Double Decker Bus,Pantograph,79
33,221,Urban,402,88,302,Standard City Bus,Fast DC,54
28,155,Rural,390,85,313,Articulated Bus,Fast DC,84
41,264,Highway,464,89,347,Double Decker Bus,Depot,71
34,190,Rural,454,82,336,Double Decker Bus,Depot,85
25,193,Rural,320,73,260,Mini Bus,Fast DC,26
37,234,Urban,298,83,216,Mini Bus,Fast DC,33
31,175,Urban,418,78,303,Standard City Bus,Pantograph,51
38,229,Urban,414,92,304,Articulated Bus,Depot,94
35,165,Rural,332,92,279,Mini Bus,Fast DC,30
49,238,Highway,417,106,336,Standard City Bus,Pantograph,59
31,223,Urban,398,90,317,Articulated Bus,Fast DC,81
51,227,Highway,335,106,237,Mini Bus,Depot,30
31,235,Urban,377,82,290,Standard City Bus,Pantograph,63
33,184,Urban,283,81,225,Mini Bus,Depot,27
51,241,Highway,464,97,333,Double Decker Bus,Pantograph,82
35,196,Urban,436,86,334,Articulated Bus,Depot,89
37,195,Urban,394,97,324,Standard City Bus,Fast DC,63
42,246,Highway,403,94,312,Standard City Bus,Fast DC,60
55,249,Highway,313,101,261,Mini Bus,Pantograph,34
28,182,Rural,460,79,385,Articulated Bus,Pantograph,83
51,289,Highway,457,100,362,Double Decker Bus,Fast DC,76
35,180,Urban,473,81,353,Double Decker Bus,Pantograph,85
55,262,Highway,397,104,327,Articulated Bus,Depot,85
31,190,Urban,434,91,345,Articulated Bus,Pantograph,82
35,220,Urban,429,85,334,Articulated Bus,Depot,84
41,273,Highway,443,95,337,Articulated Bus,Pantograph,84
49,257,Highway,380,108,309,Standard City Bus,Fast DC,65
29,144,Rural,451,89,382,Double Decker Bus,Fast DC,79
41,250,Highway,364,88,266,Standard City Bus,Pantograph,59
34,173,Urban,328,80,231,Mini Bus,Pantograph,30
49,236,Highway,426,106,357,Double Decker Bus,Pantograph,71
33,175,Urban,444,83,355,Double Decker Bus,Fast DC,74
43,284,Highway,407,92,321,Standard City Bus,Pantograph,61
40,190,Urban,397,93,304,Articulated Bus,Pantograph,93
26,194,Rural,453,82,358,Double Decker Bus,Fast DC,83
30,181,Urban,412,83,292,Articulated Bus,Depot,94
41,244,Highway,324,100,229,Mini Bus,Fast DC,25
41,294,Highway,461,86,324,Double Decker Bus,Depot,73
45,277,Highway,407,104,343,Articulated Bus,Pantograph,95
45,239,Highway,333,104,279,Mini Bus,Fast DC,34
37,182,Urban,423,97,297,Double Decker Bus,Fast DC,84
47,282,Highway,453,99,373,Double Decker Bus,Depot,75
55,259,Highway,403,105,319,Articulated Bus,Pantograph,83
33,189,Urban,426,78,301,Double Decker Bus,Pantograph,80
34,192,Rural,435,85,343,Double Decker Bus,Pantograph,81
30,192,Rural,435,90,322,Double Decker Bus,Fast DC,73
46,254,Highway,420,99,315,Articulated Bus,Pantograph,87
38,197,Urban,460,98,330,Double Decker Bus,Fast DC,74
39,234,Urban,438,85,352,Double Decker Bus,Depot,79
25,183,Rural,378,80,308,Standard City Bus,Pantograph,59
28,176,Rural,442,78,370,Double Decker Bus,Pantograph,78
40,190,Urban,375,92,311,Standard City Bus,Pantograph,57
40,283,Highway,384,86,272,Standard City Bus,Fast DC,62
28,191,Rural,320,88,236,Mini Bus,Fast DC,32
39,175,Urban,377,85,312,Standard City Bus,Depot,62
26,134,Rural,439,72,343,Double Decker Bus,Pantograph,84
26,151,Rural,383,82,303,Standard City Bus,Depot,61
32,143,Rural,340,78,273,Mini Bus,Pantograph,34
49,237,Highway,421,107,321,Double Decker Bus,Depot,72
53,228,Highway,282,106,227,Mini Bus,Fast DC,25
26,169,Rural,370,74,298,Standard City Bus,Depot,55
35,166,Rural,430,81,339,Double Decker Bus,Fast DC,71
47,221,Highway,479,99,369,Double Decker Bus,Fast DC,77
33,175,Urban,426,83,306,Double Decker Bus,Fast DC,84
27,178,Rural,459,82,386,Articulated Bus,Depot,87
41,258,Highway,407,98,317,Articulated Bus,Pantograph,88
45,240,Highway,403,94,290,Standard City Bus,Fast DC,50
27,185,Rural,299,86,248,Mini Bus,Pantograph,25
40,183,Urban,431,87,308,Articulated Bus,Pantograph,80
27,157,Rural,413,78,337,Articulated Bus,Pantograph,91
47,230,Highway,318,98,260,Mini Bus,Depot,34
45,247,Highway,437,96,333,Double Decker Bus,Pantograph,80
34,140,Rural,471,79,356,Double Decker Bus,Fast DC,73
31,201,Urban,448,76,355,Articulated Bus,Pantograph,86
31,174,Urban,329,88,265,Mini Bus,Depot,25
54,233,Highway,317,104,251,Mini Bus,Depot,26
25,186,Rural,396,79,336,Standard City Bus,Pantograph,59
30,144,Rural,414,79,312,Articulated Bus,Depot,89
32,179,Rural,449,81,361,Articulated Bus,Fast DC,84
40,240,Urban,397,85,278,Standard City Bus,Depot,59
49,265,Highway,430,107,307,Double Decker Bus,Fast DC,72
32,192,Rural,470,91,397,Double Decker Bus,Pantograph,78
50,271,Highway,366,102,267,Standard City Bus,Pantograph,65
55,287,Highway,362,113,263,Standard City Bus,Depot,62
53,275,Highway,297,99,232,Mini Bus,Fast DC,30
30,199,Urban,438,78,359,Double Decker Bus,Depot,77
25,148,Rural,479,83,344,Double Decker Bus,Pantograph,84
29,152,Rural,424,83,349,Articulated Bus,Fast DC,90
40,192,Urban,425,96,330,Articulated Bus,Fast DC,80
50,269,Highway,317,102,244,Mini Bus,Pantograph,34
44,283,Highway,367,94,305,Standard City Bus,Depot,58
35,172,Urban,422,94,296,Double Decker Bus,Fast DC,74
53,243,Highway,445,104,325,Articulated Bus,Depot,88
47,260,Highway,467,92,394,Double Decker Bus,Fast DC,75
46,250,Highway,452,103,383,Articulated Bus,Depot,92
31,199,Rural,393,88,299,Articulated Bus,Fast DC,88
35,218,Urban,399,93,332,Standard City Bus,Fast DC,60
28,200,Rural,404,84,300,Articulated Bus,Fast DC,82
33,212,Urban,437,81,343,Double Decker Bus,Depot,84
27,169,Rural,411,81,303,Standard City Bus,Pantograph,55
28,138,Rural,328,76,278,Mini Bus,Pantograph,29
30,189,Urban,391,90,321,Standard City Bus,Fast DC,51
55,295,Highway,308,114,219,Mini Bus,Pantograph,34
49,230,Highway,447,98,358,Double Decker Bus,Pantograph,77
37,204,Urban,404,96,334,Standard City Bus,Pantograph,58
40,227,Urban,451,86,353,Articulated Bus,Pantograph,88
52,276,Highway,420,101,347,Articulated Bus,Fast DC,90
26,193,Rural,404,85,306,Standard City Bus,Depot,53
27,181,Rural,473,84,396,Double Decker Bus,Fast DC,70
33,206,Urban,397,78,307,Articulated Bus,Depot,87
55,250,Highway,360,114,304,Standard City Bus,Fast DC,51
33,192,Urban,381,89,280,Standard City Bus,Pantograph,60
37,177,Urban,365,97,301,Standard City Bus,Fast DC,56
44,226,Highway,434,97,308,Double Decker Bus,Depot,74
37,194,Urban,319,93,237,Mini Bus,Depot,25
50,283,Highway,425,100,345,Articulated Bus,Pantograph,93
25,191,Rural,308,73,260,Mini Bus,Pantograph,25
50,252,Highway,304,101,222,Mini Bus,Pantograph,35
33,183,Urban,328,86,257,Mini Bus,Pantograph,25
47,297,Highway,433,92,318,Double Decker Bus,Pantograph,70
35,136,Rural,425,80,347,Double Decker Bus,Depot,78
39,195,Urban,366,96,302,Standard City Bus,Fast DC,50
33,208,Urban,381,78,287,Standard City Bus,Depot,56
26,140,Rural,302,77,214,Mini Bus,Pantograph,33
25,145,Rural,423,72,356,Articulated Bus,Pantograph,94
35,175,Rural,295,87,235,Mini Bus,Fast DC,33
38,238,Urban,427,94,359,Double Decker Bus,Depot,75
32,207,Urban,302,85,251,Mini Bus,Depot,26
41,284,Highway,372,90,304,Standard City Bus,Pantograph,50
42,275,Highway,466,98,374,Double Decker Bus,Fast DC,73
43,241,Highway,362,92,267,Standard City Bus,Fast DC,60
35,196,Rural,470,90,330,Double Decker Bus,Pantograph,78
30,190,Urban,287,82,238,Mini Bus,Fast DC,27
32,196,Rural,330,86,267,Mini Bus,Fast DC,29
28,151,Rural,434,86,309,Double Decker Bus,Pantograph,83
30,239,Urban,306,89,257,Mini Bus,Pantograph,28
45,268,Highway,377,94,264,Standard City Bus,Depot,61
30,138,Rural,476,82,373,Double Decker Bus,Depot,71
37,197,Urban,289,89,237,Mini Bus,Pantograph,34
28,183,Rural,397,83,285,Standard City Bus,Fast DC,61
48,289,Highway,376,104,267,Standard City Bus,Pantograph,60
49,265,Highway,411,96,338,Standard City Bus,Depot,65
26,159,Rural,426,73,313,Articulated Bus,Pantograph,94
36,191,Urban,468,85,391,Double Decker Bus,Depot,80
48,291,Highway,403,97,285,Articulated Bus,Depot,81
42,227,Highway,337,90,269,Mini Bus,Fast DC,29
30,179,Urban,450,78,322,Articulated Bus,Depot,89
54,242,Highway,308,102,215,Mini Bus,Fast DC,33
46,233,Highway,473,104,371,Double Decker Bus,Pantograph,77
42,238,Highway,282,98,209,Mini Bus,Depot,26
38,232,Urban,405,94,302,Standard City Bus,Depot,52
27,167,Rural,456,74,359,Double Decker Bus,Pantograph,74
46,295,Highway,438,91,340,Articulated Bus,Fast DC,82
53,300,Highway,433,104,366,Double Decker Bus,Pantograph,71
41,268,Highway,389,89,291,Standard City Bus,Depot,54
27,139,Rural,433,75,348,Double Decker Bus,Pantograph,70
30,181,Rural,424,84,297,Articulated Bus,Pantograph,88
39,177,Urban,323,94,260,Mini Bus,Depot,32
33,131,Rural,463,78,374,Double Decker Bus,Pantograph,78
37,223,Urban,397,86,334,Standard City Bus,Fast DC,58
31,204,Urban,427,84,347,Double Decker Bus,Depot,76
54,291,Highway,409,99,317,Standard City Bus,Pantograph,59
38,228,Urban,442,97,322,Articulated Bus,Fast DC,89
27,151,Rural,364,77,265,Standard City Bus,Pantograph,54
28,165,Rural,294,79,220,Mini Bus,Pantograph,28
40,259,Highway,414,93,313,Standard City Bus,Depot,54
26,159,Rural,404,76,337,Articulated Bus,Fast DC,89
34,195,Rural,300,92,241,Mini Bus,Fast DC,34
46,278,Highway,465,106,387,Double Decker Bus,Depot,70
30,180,Rural,412,88,293,Standard City Bus,Pantograph,57
43,257,Highway,393,96,289,Standard City Bus,Pantograph,56
29,147,Rural,387,81,288,Standard City Bus,Fast DC,58
33,133,Rural,382,85,320,Standard City Bus,Pantograph,59
52,255,Highway,402,107,307,Articulated Bus,Fast DC,94
39,180,Urban,330,97,236,Mini Bus,Pantograph,30
51,277,Highway,402,107,299,Articulated Bus,Fast DC,80
40,228,Urban,338,88,271,Mini Bus,Depot,33
25,172,Rural,298,77,238,Mini Bus,Depot,25
41,221,Highway,449,96,329,Articulated Bus,Fast DC,86
36,232,Urban,472,83,388,Double Decker Bus,Fast DC,81
40,197,Urban,450,98,366,Double Decker Bus,Fast DC,82
27,151,Rural,316,82,238,Mini Bus,Depot,31
31,185,Rural,421,80,344,Double Decker Bus,Fast DC,82
38,230,Urban,321,90,239,Mini Bus,Depot,26
48,297,Highway,417,93,345,Articulated Bus,Depot,86
46,228,Highway,480,100,373,Double Decker Bus,Fast DC,84
46,278,Highway,376,101,309,Standard City Bus,Pantograph,50
34,182,Rural,448,93,370,Double Decker Bus,Fast DC,73
35,224,Urban,401,92,337,Standard City Bus,Pantograph,59
38,171,Urban,459,92,357,Double Decker Bus,Pantograph,71
44,241,Highway,375,99,294,Standard City Bus,Pantograph,57
47,295,Highway,435,99,356,Articulated Bus,Pantograph,92
40,205,Urban,435,88,325,Articulated Bus,Depot,87
40,195,Urban,434,95,357,Double Decker Bus,Pantograph,75
34,165,Rural,460,79,390,Double Decker Bus,Pantograph,70
53,223,Highway,382,111,302,Standard City Bus,Fast DC,50
34,147,Rural,291,91,223,Mini Bus,Depot,33
26,172,Rural,451,78,323,Double Decker Bus,Pantograph,79
32,237,Urban,450,84,352,Double Decker Bus,Pantograph,80
33,221,Urban,434,89,363,Double Decker Bus,Depot,83
31,171,Rural,318,81,233,Mini Bus,Pantograph,26
45,274,Highway,453,91,342,Articulated Bus,Fast DC,87
36,181,Urban,425,96,322,Double Decker Bus,Pantograph,70
32,196,Urban,413,91,295,Articulated Bus,Pantograph,91
31,228,Urban,448,83,351,Double Decker Bus,Depot,81
55,251,Highway,422,104,309,Double Decker Bus,Fast DC,78
30,146,Rural,286,81,217,Mini Bus,Depot,29
47,241,Highway,416,99,314,Standard City Bus,Pantograph,65
27,177,Rural,423,77,300,Articulated Bus,Fast DC,88
44,277,Highway,414,90,317,Standard City Bus,Fast DC,50
33,191,Urban,393,85,330,Articulated Bus,Pantograph,80
28,185,Rural,480,84,395,Double Decker Bus,Pantograph,72
34,195,Urban,362,90,294,Standard City Bus,Depot,51
28,192,Rural,398,76,326,Standard City Bus,Pantograph,50
45,244,Highway,405,97,333,Articulated Bus,Fast DC,91
28,191,Rural,415,84,321,Articulated Bus,Depot,82
45,248,Highway,413,93,341,Standard City Bus,Fast DC,65
44,233,Highway,430,90,344,Articulated Bus,Pantograph,91
39,182,Urban,333,97,263,Mini Bus,Pantograph,29
47,229,Highway,331,102,236,Mini Bus,Pantograph,30
27,148,Rural,470,80,334,Double Decker Bus,Depot,82
30,137,Rural,280,81,201,Mini Bus,Pantograph,34
31,172,Urban,435,77,335,Double Decker Bus,Depot,83
31,230,Urban,406,83,333,Standard City Bus,Fast DC,52
31,130,Rural,364,82,261,Standard City Bus,Pantograph,58
26,160,Rural,407,83,309,Articulated Bus,Pantograph,88
43,264,Highway,415,100,318,Articulated Bus,Depot,89
35,150,Rural,369,80,273,Standard City Bus,Fast DC,55
31,175,Rural,322,80,235,Mini Bus,Fast DC,31
30,152,Rural,388,77,304,Standard City Bus,Depot,52
35,234,Urban,328,81,259,Mini Bus,Depot,27
39,184,Urban,307,95,223,Mini Bus,Depot,31
26,181,Rural,462,72,371,Double Decker Bus,Depot,85
49,234,Highway,414,99,339,Articulated Bus,Depot,89
37,178,Urban,384,97,305,Standard City Bus,Fast DC,61
44,278,Highway,442,103,316,Articulated Bus,Depot,81
25,139,Rural,458,85,327,Double Decker Bus,Depot,81
44,247,Highway,321,101,267,Mini Bus,Depot,29
33,181,Urban,304,78,238,Mini Bus,Fast DC,32
37,231,Urban,307,85,236,Mini Bus,Fast DC,28
40,208,Urban,367,94,295,Standard City Bus,Depot,58
26,182,Rural,398,86,288,Standard City Bus,Depot,58
43,280,Highway,431,101,313,Articulated Bus,Pantograph,90
31,175,Urban,378,81,284,Standard City Bus,Depot,59
49,252,Highway,425,95,348,Articulated Bus,Fast DC,93
25,173,Rural,418,83,321,Standard City Bus,Fast DC,65
54,271,Highway,407,104,336,Standard City Bus,Depot,61
35,157,Rural,324,94,235,Mini Bus,Pantograph,33
33,185,Urban,428,84,309,Double Decker Bus,Pantograph,75
38,216,Urban,304,92,234,Mini Bus,Fast DC,35
32,199,Rural,365,81,267,Standard City Bus,Fast DC,62
38,216,Urban,454,85,321,Double Decker Bus,Depot,83
32,185,Rural,430,80,363,Articulated Bus,Pantograph,86
32,195,Urban,316,91,238,Mini Bus,Fast DC,32
40,266,Highway,437,92,328,Articulated Bus,Pantograph,81
51,295,Highway,384,109,319,Standard City Bus,Depot,56
37,226,Urban,373,89,273,Standard City Bus,Fast DC,53
45,252,Highway,299,94,234,Mini Bus,Fast DC,28
46,236,Highway,295,101,216,Mini Bus,Depot,31
52,294,Highway,453,99,338,Double Decker Bus,Depot,83
31,163,Rural,292,89,224,Mini Bus,Pantograph,31
25,144,Rural,431,71,340,Double Decker Bus,Fast DC,85
40,217,Urban,411,100,347,Standard City Bus,Fast DC,54
44,296,Highway,399,102,338,Standard City Bus,Pantograph,55
26,188,Rural,411,79,329,Standard City Bus,Fast DC,50
55,282,Highway,477,109,355,Double Decker Bus,Depot,82
37,220,Urban,466,83,335,Double Decker Bus,Pantograph,76
39,223,Urban,307,87,239,Mini Bus,Fast DC,32
42,231,Highway,411,101,293,Standard City Bus,Depot,51
30,215,Urban,406,77,327,Articulated Bus,Pantograph,83
30,180,Rural,303,75,219,Mini Bus,Fast DC,25
26,155,Rural,377,81,320,Standard City Bus,Fast DC,53
36,203,Urban,408,93,287,Standard City Bus,Depot,56
40,213,Urban,391,89,282,Standard City Bus,Depot,60
36,239,Urban,325,92,270,Mini Bus,Fast DC,33
44,238,Highway,426,91,352,Double Decker Bus,Depot,77
48,235,Highway,417,97,346,Articulated Bus,Depot,84
51,246,Highway,417,97,334,Standard City Bus,Pantograph,64
35,198,Rural,381,87,320,Standard City Bus,Depot,51
31,200,Rural,387,88,326,Standard City Bus,Fast DC,50
55,281,Highway,416,113,319,Standard City Bus,Fast DC,53
38,202,Urban,371,84,264,Standard City Bus,Depot,62
30,133,Rural,462,90,358,Double Decker Bus,Pantograph,79
40,216,Urban,433,93,314,Double Decker Bus,Depot,71
32,189,Urban,283,87,201,Mini Bus,Depot,27
48,230,Highway,456,102,348,Articulated Bus,Pantograph,90
31,182,Urban,377,78,293,Standard City Bus,Depot,64
43,278,Highway,381,98,310,Standard City Bus,Pantograph,59
28,161,Rural,477,79,390,Double Decker Bus,Depot,82
46,228,Highway,288,96,231,Mini Bus,Fast DC,25
42,233,Highway,285,97,225,Mini Bus,Fast DC,27
31,183,Urban,416,86,292,Standard City Bus,Fast DC,50
31,142,Rural,432,83,322,Double Decker Bus,Fast DC,79
35,195,Urban,475,91,362,Double Decker Bus,Pantograph,85
35,166,Rural,366,81,308,Standard City Bus,Pantograph,54
27,167,Rural,372,76,297,Standard City Bus,Depot,65
35,159,Rural,397,81,320,Articulated Bus,Depot,90
32,221,Urban,480,77,394,Double Decker Bus,Fast DC,81
37,176,Urban,394,89,322,Standard City Bus,Pantograph,59
25,189,Rural,411,84,319,Articulated Bus,Fast DC,82
31,175,Rural,448,88,351,Articulated Bus,Depot,85
36,212,Urban,462,84,351,Double Decker Bus,Fast DC,83
31,195,Rural,310,85,246,Mini Bus,Depot,33
31,172,Rural,289,86,204,Mini Bus,Depot,26
26,154,Rural,284,79,213,Mini Bus,Fast DC,34
46,267,Highway,424,92,310,Double Decker Bus,Fast DC,83
30,135,Rural,443,77,320,Articulated Bus,Fast DC,84
25,197,Rural,361,75,276,Standard City Bus,Fast DC,54
55,275,Highway,466,104,327,Double Decker Bus,Depot,75
27,139,Rural,327,87,266,Mini Bus,Depot,32
40,228,Urban,410,97,301,Articulated Bus,Depot,89
41,248,Highway,423,88,339,Double Decker Bus,Pantograph,75
53,235,Highway,449,101,319,Double Decker Bus,Pantograph,72
30,148,Rural,452,80,343,Articulated Bus,Depot,95
45,249,Highway,426,91,312,Articulated Bus,Pantograph,90
29,153,Rural,415,75,294,Standard City Bus,Pantograph,55
52,288,Highway,443,99,353,Double Decker Bus,Depot,83
33,198,Urban,453,82,376,Articulated Bus,Fast DC,81
35,231,Urban,412,90,293,Articulated Bus,Depot,94
34,193,Urban,430,90,333,Double Decker Bus,Depot,81
32,196,Urban,395,90,277,Articulated Bus,Fast DC,90
31,158,Rural,361,77,270,Standard City Bus,Depot,64
53,285,Highway,424,105,345,Articulated Bus,Depot,93
34,207,Urban,366,88,257,Standard City Bus,Depot,64
30,170,Rural,415,85,350,Standard City Bus,Pantograph,62
39,201,Urban,314,89,249,Mini Bus,Fast DC,26
35,181,Urban,420,80,336,Standard City Bus,Fast DC,61
30,164,Rural,326,90,256,Mini Bus,Pantograph,34
27,195,Rural,318,75,243,Mini Bus,Pantograph,25
52,283,Highway,315,97,238,Mini Bus,Pantograph,26
48,282,Highway,318,106,261,Mini Bus,Depot,28
32,211,Urban,381,82,281,Standard City Bus,Fast DC,56
42,297,Highway,396,91,279,Standard City Bus,Pantograph,53
31,235,Urban,431,88,302,Articulated Bus,Pantograph,82
39,239,Urban,380,84,297,Standard City Bus,Depot,59
34,177,Rural,334,91,268,Mini Bus,Depot,32
41,251,Highway,442,97,319,Double Decker Bus,Pantograph,70
39,194,Urban,385,95,289,Standard City Bus,Depot,60
49,297,Highway,317,108,267,Mini Bus,Depot,27
48,278,Highway,312,107,245,Mini Bus,Depot,33
44,278,Highway,405,100,285,Articulated Bus,Fast DC,85
40,237,Urban,419,100,298,Articulated Bus,Pantograph,84
35,163,Rural,417,86,307,Standard City Bus,Fast DC,61
30,164,Rural,455,78,373,Articulated Bus,Pantograph,94
33,238,Urban,288,89,211,Mini Bus,Fast DC,33
30,182,Urban,367,82,258,Standard City Bus,Pantograph,50
27,195,Rural,446,74,342,Articulated Bus,Fast DC,88
37,236,Urban,410,93,323,Articulated Bus,Pantograph,82
32,199,Rural,442,87,339,Articulated Bus,Pantograph,81
28,181,Rural,437,73,351,Articulated Bus,Depot,93
41,227,Highway,425,101,354,Double Decker Bus,Fast DC,83
31,158,Rural,456,83,332,Double Decker Bus,Depot,74
39,237,Urban,412,97,291,Standard City Bus,Fast DC,56
46,247,Highway,379,101,302,Standard City Bus,Fast DC,53
28,146,Rural,435,87,334,Articulated Bus,Pantograph,81
25,130,Rural,425,78,329,Articulated Bus,Depot,86
35,203,Urban,467,93,341,Double Decker Bus,Pantograph,74
48,285,Highway,328,97,268,Mini Bus,Fast DC,28
31,219,Urban,333,76,266,Mini Bus,Fast DC,28
33,168,Rural,284,82,207,Mini Bus,Fast DC,30
46,260,Highway,316,105,247,Mini Bus,Fast DC,35
29,186,Rural,407,80,291,Articulated Bus,Pantograph,90
36,197,Urban,395,85,304,Standard City Bus,Fast DC,63
51,285,Highway,454,96,349,Double Decker Bus,Depot,74
44,220,Highway,337,91,277,Mini Bus,Depot,26
35,189,Urban,433,81,362,Double Decker Bus,Fast DC,75
54,286,Highway,284,110,199,Mini Bus,Depot,35
28,147,Rural,329,79,258,Mini Bus,Pantograph,30
49,286,Highway,430,106,314,Double Decker Bus,Depot,71
55,282,Highway,302,103,241,Mini Bus,Pantograph,35
33,174,Urban,290,87,238,Mini Bus,Pantograph,33
46,238,Highway,405,103,318,Standard City Bus,Pantograph,61
46,242,Highway,283,103,236,Mini Bus,Pantograph,25
49,293,Highway,369,97,278,Standard City Bus,Fast DC,54
30,140,Rural,433,79,317,Double Decker Bus,Fast DC,82
32,180,Rural,284,80,238,Mini Bus,Pantograph,25
33,216,Urban,475,90,335,Double Decker Bus,Depot,76
54,229,Highway,332,101,278,Mini Bus,Fast DC,34
51,229,Highway,289,110,226,Mini Bus,Depot,26
34,156,Rural,303,93,252,Mini Bus,Depot,28
46,261,Highway,442,91,325,Double Decker Bus,Depot,75
33,196,Urban,400,82,336,Standard City Bus,Pantograph,63
33,136,Rural,390,92,281,Articulated Bus,Depot,88
40,214,Urban,309,90,233,Mini Bus,Pantograph,26
29,164,Rural,469,87,333,Double Decker Bus,Pantograph,83
31,200,Urban,417,80,347,Articulated Bus,Pantograph,85
30,180,Urban,390,87,330,Standard City Bus,Depot,56
28,179,Rural,394,84,291,Standard City Bus,Pantograph,56
25,132,Rural,405,76,338,Standard City Bus,Pantograph,56
36,217,Urban,375,82,271,Standard City Bus,Depot,55
55,228,Highway,463,102,376,Double Decker Bus,Depot,72
34,194,Rural,372,84,277,Standard City Bus,Fast DC,58
46,222,Highway,443,105,355,Double Decker Bus,Pantograph,75
36,222,Urban,407,92,334,Articulated Bus,Fast DC,95
42,222,Highway,454,100,380,Articulated Bus,Pantograph,80
30,206,Urban,417,87,347,Standard City Bus,Depot,65
30,156,Rural,401,75,325,Articulated Bus,Fast DC,90
32,173,Rural,329,78,239,Mini Bus,Pantograph,27
